iter_num,train_acc,train_loss,val_acc,val_loss,test_acc,test_loss
1,1.0,0.027058975771069527,0.3867102396514161,1.055488109588623,0.39106753812636164,1.0648912191390991
2,1.0,0.03254004195332527,0.5577342047930284,0.9439445734024048,0.5522875816993464,0.9524582624435425
3,1.0,0.025059565901756287,0.4923747276688453,0.9942852258682251,0.4880174291938998,1.0070236921310425
4,1.0,0.05071612447500229,0.4019607843137255,1.0392197370529175,0.42320261437908496,1.0435466766357422
5,1.0,0.039795320481061935,0.5686274509803921,0.9380146861076355,0.5620915032679739,0.9507005214691162
6,1.0,0.03769975155591965,0.5588235294117647,0.9794373512268066,0.5533769063180828,0.9812121391296387
7,1.0,0.04787423461675644,0.4803921568627451,0.990538477897644,0.485838779956427,1.0035271644592285
8,1.0,0.03353802114725113,0.5904139433551199,0.8998088836669922,0.5816993464052288,0.9034913778305054
9,0.9978118161925602,0.05409963056445122,0.5762527233115469,0.8913757801055908,0.5713507625272332,0.9200429916381836
10,1.0,0.06561996042728424,0.5326797385620915,0.968543529510498,0.5343137254901961,0.9717675447463989
11,0.9892665474060823,0.0618550106883049,0.5337690631808278,0.9729323983192444,0.5288671023965141,0.9640324711799622
12,0.9983606557377049,0.04142055660486221,0.5958605664488017,0.8839181661605835,0.5882352941176471,0.8854294419288635
13,0.9969742813918305,0.04740525409579277,0.5882352941176471,0.9101419448852539,0.5833333333333334,0.9202473163604736
14,0.9929775280898876,0.05586860328912735,0.5642701525054467,0.9325371384620667,0.5566448801742919,0.9263955950737
15,0.9921363040629095,0.05039115995168686,0.48148148148148145,1.005979061126709,0.49455337690631807,1.00182044506073
16,0.995085995085995,0.05937792733311653,0.6252723311546841,0.8616100549697876,0.6176470588235294,0.8784821033477783
