iter_num,train_acc,train_loss,val_acc,val_loss,test_acc,test_loss
1,1.0,0.0066079795360565186,0.4544989775051125,1.6366530656814575,0.45468490348970986,1.6537750959396362
2,1.0,0.013266410678625107,0.5664621676891616,1.4071136713027954,0.5609101367761729,1.4180876016616821
3,0.9958677685950413,0.017020517960190773,0.5677402862985685,1.3797645568847656,0.5807235076057778,1.3723187446594238
4,1.0,0.024983033537864685,0.621676891615542,1.2830491065979004,0.6133196983254506,1.3026635646820068
5,1.0,0.026213418692350388,0.658997955010225,1.1942731142044067,0.6514125015978525,1.2115243673324585
6,1.0,0.015882670879364014,0.6753578732106339,1.1037685871124268,0.669052793046146,1.1257104873657227
7,0.9982332155477032,0.026809697970747948,0.6615541922290389,1.1528980731964111,0.6630448676978141,1.1515752077102661
8,0.9969088098918083,0.03473613038659096,0.6528629856850716,1.1583747863769531,0.650006391409945,1.1755261421203613
9,0.9958791208791209,0.03356921672821045,0.6853271983640081,1.059529423713684,0.6865652562955388,1.0643969774246216
10,0.9962917181705809,0.0315694622695446,0.6758691206543967,1.0907162427902222,0.6767224849801866,1.0921562910079956
11,0.9943820224719101,0.04575279727578163,0.6965746421267893,1.0255388021469116,0.6870765690911415,1.069006323814392
12,0.9927909371781668,0.03327196091413498,0.7065439672801636,1.009911060333252,0.6981976223955004,1.038352608680725
13,0.9990494296577946,0.03917868435382843,0.6975971370143149,1.0044794082641602,0.6905279304614598,1.020585298538208
14,0.9973521624007061,0.03911272808909416,0.7108895705521472,0.9931228160858154,0.6997315607823086,1.0177233219146729
15,0.999176276771005,0.042470529675483704,0.718558282208589,0.9652666449546814,0.7120030678767736,0.9975206255912781
16,0.9953667953667954,0.04856637865304947,0.7269938650306749,0.9466552734375,0.7218458391921257,0.977161705493927
17,0.9963662790697675,0.04264582321047783,0.7244376278118609,0.9436765909194946,0.7251693723635434,0.9612836837768555
18,0.9979409746053535,0.04730340838432312,0.7405419222903885,0.9233801364898682,0.7319442669052793,0.9454570412635803
19,0.9895968790637191,0.04716626554727554,0.7308282208588958,0.9376000165939331,0.7311772977118752,0.941180408000946
20,0.993823347745522,0.05963333696126938,0.7149795501022495,0.9897817969322205,0.7249137159657421,0.9647455811500549
21,0.9923529411764705,0.06173943355679512,0.7461656441717791,0.8889912366867065,0.7433209766074396,0.9099525213241577
22,0.9971925884334644,0.04656648635864258,0.7405419222903885,0.8966285586357117,0.7379521922536112,0.9163838624954224
23,0.9957035445757251,0.055851273238658905,0.7502556237218814,0.8625607490539551,0.7485619327623674,0.8670122027397156
24,0.9963973237261966,0.05381922051310539,0.7492331288343558,0.8608106970787048,0.7393583024415186,0.9009813666343689
25,0.9935770750988142,0.05133248120546341,0.7543456032719836,0.8411625027656555,0.7529080915249904,0.8651136159896851
26,0.9933491686460808,0.06724260002374649,0.7423312883435583,0.9141334295272827,0.7259363415569474,0.9536939263343811
27,0.9871912168344007,0.05840585380792618,0.7540899795501023,0.8354029655456543,0.7586603604755209,0.833845317363739
28,0.9858844287604764,0.059450678527355194,0.7520449897750511,0.8448249101638794,0.756231624696408,0.8325470685958862
29,0.9910562180579217,0.051923494786024094,0.7622699386503068,0.8462361693382263,0.7608334398568324,0.8491438627243042
30,0.9946480032935364,0.061842180788517,0.7599693251533742,0.8426041603088379,0.7584047040777195,0.8602171540260315
31,0.9944223107569721,0.07046609371900558,0.7597137014314929,0.8201921582221985,0.752652435127189,0.8521263003349304
32,0.99266692396758,0.07762788981199265,0.7576687116564417,0.8475407361984253,0.7575099066854148,0.8605359196662903
33,0.9917664670658682,0.055415187031030655,0.7694274028629857,0.812410831451416,0.7655630832161575,0.8048087358474731
34,0.9909189974573193,0.07199433445930481,0.7645705521472392,0.8298712372779846,0.7608334398568324,0.8261343240737915
35,0.9848270995059986,0.07015689462423325,0.7645705521472392,0.8480837941169739,0.7624952064425412,0.847193717956543
36,0.9897084048027445,0.07303225249052048,0.7701942740286298,0.7942935228347778,0.7674805061996677,0.8111021518707275
37,0.9889853137516689,0.06650733202695847,0.7788854805725971,0.78155517578125,0.7743832289403042,0.801260769367218
38,0.9896002599935002,0.0648353174328804,0.7773517382413088,0.7734163999557495,0.7775789339128212,0.7638120651245117
39,0.9908169727675744,0.06724488735198975,0.7776073619631901,0.7695214748382568,0.774894541735907,0.7884206771850586
40,0.9978388391478852,0.07900909334421158,0.772239263803681,0.8190449476242065,0.7739997443436022,0.836068332195282
