iter_num,train_acc,train_loss,val_acc,val_loss,test_acc,test_loss
1,0.75,0.0029474226757884026,0.29193899782135074,1.0998865365982056,0.32570806100217864,1.0986688137054443
2,1.0,0.0037393912207335234,0.4531590413943355,1.0558115243911743,0.42701525054466233,1.0562115907669067
3,1.0,0.004581448622047901,0.37363834422657954,1.081080675125122,0.3899782135076253,1.0761163234710693
4,1.0,0.0059525249525904655,0.5468409586056645,0.9857375621795654,0.5359477124183006,0.9970612525939941
5,1.0,0.005719957873225212,0.47058823529411764,1.044792652130127,0.45806100217864926,1.057565689086914
6,0.6910569105691057,0.006093054078519344,0.31263616557734203,1.0943043231964111,0.31318082788671026,1.0974798202514648
7,0.9930555555555556,0.006064527668058872,0.5032679738562091,0.9800998568534851,0.5059912854030502,0.9765551686286926
8,1.0,0.005524943117052317,0.4139433551198257,1.059917688369751,0.4046840958605665,1.0713988542556763
9,0.8709677419354839,0.005826447159051895,0.39106753812636164,1.0808110237121582,0.3861655773420479,1.0885993242263794
10,0.9903381642512077,0.011159112676978111,0.3769063180827887,1.0871360301971436,0.35893246187363836,1.0871623754501343
11,1.0,0.005372293293476105,0.45206971677559915,1.0074158906936646,0.46459694989106753,1.0054394006729126
12,1.0,0.006812560372054577,0.5185185185185185,0.9847856163978577,0.49673202614379086,1.0049768686294556
13,0.9962962962962963,0.008906645700335503,0.5370370370370371,0.9749490022659302,0.5332244008714597,0.9893401861190796
14,1.0,0.007869112305343151,0.48148148148148145,1.0191940069198608,0.4880174291938998,1.0106232166290283
15,0.9967948717948718,0.011572969146072865,0.5272331154684096,0.9712797403335571,0.5223311546840959,0.9808981418609619
16,0.996996996996997,0.014117470011115074,0.5479302832244008,0.9498257040977478,0.5261437908496732,0.988167405128479
17,1.0,0.009433510713279247,0.48257080610021785,0.9958256483078003,0.4738562091503268,1.0151690244674683
18,1.0,0.007323967758566141,0.5479302832244008,0.9443455338478088,0.5664488017429193,0.9395774006843567
19,0.9974747474747475,0.01506997924298048,0.5610021786492375,0.9238616824150085,0.5473856209150327,0.9512676000595093
20,0.9952038369304557,0.01369252149015665,0.5381263616557734,0.9304257035255432,0.5277777777777778,0.9561009407043457
21,0.9885844748858448,0.014979682862758636,0.5228758169934641,0.9679908752441406,0.5163398692810458,0.9704139828681946
22,0.9934640522875817,0.010832962580025196,0.46078431372549017,1.0201514959335327,0.46296296296296297,1.0151854753494263
23,0.9979166666666667,0.01069299504160881,0.4651416122004357,0.9996074438095093,0.4798474945533769,1.0131551027297974
24,0.998003992015968,0.011156244203448296,0.55119825708061,0.9344227910041809,0.5506535947712419,0.927676260471344
25,0.9980842911877394,0.012384616769850254,0.4989106753812636,0.9776471853256226,0.485838779956427,0.9859066009521484
26,0.992633517495396,0.013192795217037201,0.5065359477124183,0.9782574772834778,0.5076252723311547,0.9845676422119141
27,0.9964539007092199,0.011125058867037296,0.4477124183006536,1.0142502784729004,0.47549019607843135,1.001765489578247
28,0.9982905982905983,0.013538690283894539,0.5196078431372549,0.9702498316764832,0.5157952069716776,0.9726007580757141
29,0.9966996699669967,0.012467549182474613,0.528322440087146,0.9401609897613525,0.5277777777777778,0.9374052286148071
30,0.9904306220095693,0.01532261073589325,0.5915032679738562,0.9080897569656372,0.5833333333333334,0.921026349067688
31,0.9953703703703703,0.01246050838381052,0.4782135076252723,0.9966982007026672,0.4918300653594771,0.9962783455848694
32,1.0,0.009267832152545452,0.5620915032679739,0.9300552010536194,0.5604575163398693,0.9533498883247375
33,0.9971014492753624,0.0133361192420125,0.6045751633986928,0.9068803191184998,0.5876906318082789,0.9079933166503906
34,0.9957805907172996,0.013785827904939651,0.5729847494553377,0.9306448698043823,0.5735294117647058,0.9184843301773071
35,0.9959016393442623,0.01589667610824108,0.5032679738562091,0.9698038697242737,0.5250544662309368,0.9588252305984497
36,0.9960159362549801,0.013681943528354168,0.6002178649237473,0.8861635327339172,0.6029411764705882,0.900658905506134
37,0.9935400516795866,0.015324755571782589,0.5860566448801743,0.9116293787956238,0.5860566448801743,0.9082092642784119
38,0.9937106918238994,0.01649487018585205,0.47058823529411764,1.0027474164962769,0.5010893246187363,0.9875847101211548
39,0.9926470588235294,0.01748107373714447,0.6198257080610022,0.876468300819397,0.5958605664488017,0.888763427734375
40,0.989247311827957,0.015311096794903278,0.5250544662309368,0.942004919052124,0.5294117647058824,0.9692384004592896
