iter_num,train_acc,train_loss,val_acc,val_loss,test_acc,test_loss
1,0.7,0.04450030252337456,0.40631808278867104,1.0781162977218628,0.39052287581699346,1.0908143520355225
2,1.0,0.018862053751945496,0.49673202614379086,1.015504240989685,0.48474945533769065,1.022237777709961
3,1.0,0.03698335587978363,0.4531590413943355,1.0266209840774536,0.45751633986928103,1.0358754396438599
4,1.0,0.03700924292206764,0.4803921568627451,1.0224204063415527,0.46949891067538124,1.0259507894515991
5,1.0,0.030063899233937263,0.5958605664488017,0.9148560166358948,0.585511982570806,0.9261422753334045
6,1.0,0.034819215536117554,0.5675381263616558,0.954415500164032,0.565359477124183,0.9662759900093079
7,1.0,0.04299271106719971,0.579520697167756,0.9173309206962585,0.5664488017429193,0.93690025806427
8,0.9975369458128078,0.047927264124155045,0.5882352941176471,0.9059042930603027,0.5697167755991286,0.910414457321167
9,0.9978118161925602,0.04743842035531998,0.5043572984749455,0.9829994440078735,0.5087145969498911,0.988216757774353
10,0.9980314960629921,0.04051806405186653,0.5740740740740741,0.9158579707145691,0.5778867102396514,0.9294397830963135
11,0.998211091234347,0.04947023466229439,0.5925925925925926,0.9051322937011719,0.568082788671024,0.9070733785629272
12,0.9983606557377049,0.04192919656634331,0.5893246187363834,0.8796576261520386,0.5953159041394336,0.8808199763298035
13,0.9969742813918305,0.04887176677584648,0.6394335511982571,0.8271387219429016,0.6160130718954249,0.8489370942115784
14,0.9943820224719101,0.057627640664577484,0.5566448801742919,0.9091755747795105,0.5669934640522876,0.9243325591087341
15,0.9934469200524246,0.07148896902799606,0.599128540305011,0.8885293006896973,0.5898692810457516,0.9020147919654846
16,0.9926289926289926,0.06404820829629898,0.6067538126361656,0.8843590617179871,0.5964052287581699,0.8958877325057983
